Date,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BK,BBT,BLK,COF,CBOE,CB,CINF,C,CFG,CME,CMA,DFS,ETFC,FITB,FRC,BEN
2016-01-04,153.5577850341797,25.99888610839844,57.07202529907226,63.82689666748047,55.97271347045898,94.7433090209961,86.95478057861328,36.59124755859375,72.74539184570312,15.558241844177244,37.39721298217773,33.25032424926758,307.03656005859375,65.64274597167969,61.481040954589844,106.11663055419922,52.29312515258789,48.20150375366211,23.81736946105957,78.26564025878906,38.89402770996094,49.26404571533203,28.608705520629886,17.954164505004886,52.47132873535156,33.48496627807617
2016-01-05,152.31741333007812,25.96373748779297,56.94032669067383,62.84482955932617,56.167213439941406,94.37068939208984,87.48202514648438,36.69137573242188,73.95906829833984,15.558241844177244,37.256874084472656,33.259395599365234,307.829345703125,64.45497894287111,60.62594223022461,107.18964385986328,52.60212326049805,47.94696807861328,23.70659255981445,78.88349914550781,38.471580505371094,49.15188598632813,28.409894943237305,18.00926971435547,52.90397262573242,33.42943572998047
2016-01-06,145.62344360351562,25.56835556030273,56.30065155029297,61.09965133666992,55.34286499023438,91.16259002685548,86.15914154052734,35.981388092041016,72.98627471923828,15.226813316345215,36.321231842041016,32.79669952392578,304.32666015625,63.61055374145508,60.01103591918945,105.19288635253906,51.8841667175293,47.24934387207031,23.337331771850586,78.4951400756836,38.03034591674805,48.18922805786133,27.81346702575684,17.742942810058594,52.44683456420898,32.57796096801758
2016-01-07,136.83270263671878,25.13342666625977,54.974281311035156,60.54954528808594,54.01833724975586,88.2725830078125,84.90338897705078,35.23498916625977,71.3464584350586,14.677587509155273,35.40432357788086,31.862245559692386,291.0257568359375,60.39059448242188,60.39535140991211,104.11055755615234,50.72997283935547,44.83598327636719,22.700359344482425,77.25941467285156,37.26053237915039,47.29198455810547,26.72995376586914,17.182731628417972,51.65503311157226,31.53213882446289
2016-01-08,132.13703918457028,24.91376495361328,54.7767333984375,60.350379943847656,53.2125129699707,86.28229522705078,83.41753387451172,34.861804962158196,70.47559356689453,14.393503189086914,34.758731842041016,31.17274475097656,283.69775390625,59.60184097290039,60.09750747680664,102.59899139404295,50.46641159057617,43.487884521484375,21.989524841308594,76.11193084716797,36.61277389526367,46.70318222045898,26.55102348327637,16.888856887817386,50.83058166503906,31.14341735839844
2016-01-11,133.72193908691406,25.07631683349609,54.57918930053711,60.74872589111328,53.43480682373047,86.93663787841797,82.83280181884766,34.279251098632805,71.707763671875,14.49766731262207,35.0113525390625,31.463064193725586,284.19549560546875,60.09364700317383,60.770057678222656,102.90689849853516,50.79358291625977,44.16664505004883,22.06337547302246,76.74745178222656,36.37807083129883,47.18917846679688,26.50132179260254,16.686813354492188,50.45509338378906,31.004596710205078
2016-01-12,134.24368286132812,25.392621994018555,55.17182540893555,61.08068466186523,53.68489074707031,87.3819580078125,83.54216003417969,34.479515075683594,72.069091796875,14.49766731262207,35.29203796386719,31.662656784057614,289.0531921386719,61.0587043762207,61.16398239135742,104.59573364257812,51.13893508911133,44.19491958618164,22.06337547302246,77.01225280761719,36.15276336669922,47.66583251953125,26.81941795349121,16.778654098510742,50.626502990722656,31.46734619140625
2016-01-13,129.11492919921878,25.00162696838379,54.47571182250977,59.61057662963867,52.49003601074219,83.98301696777344,82.3534927368164,33.678512573242195,72.68054962158203,14.109423637390135,34.11314010620117,30.59210777282715,280.7757568359375,59.05434799194336,60.25122451782226,102.69229125976562,50.202857971191406,42.60171127319336,21.435636520385746,74.29365539550781,34.425392150878906,46.1704330444336,25.33828544616699,15.915382385253904,49.679603576660156,30.52333068847656
2016-01-14,129.76467895507812,25.181751251220703,54.95546340942383,60.02790069580078,53.07357406616211,86.41861724853516,83.77223205566406,34.315673828125,73.49581909179688,14.194647789001465,34.683876037597656,30.86428260803223,285.7441101074219,59.945167541503906,60.770057678222656,103.58802795410156,51.06623077392578,42.78083419799805,21.14022445678711,74.76145935058594,34.669479370117195,46.8807487487793,25.835309982299805,16.20926284790039,51.39382553100586,30.88426971435547
2016-01-15,126.20108032226562,24.869836807250977,54.68267059326172,59.66748046875,51.95281982421875,84.36473083496094,82.52603912353516,34.23374557495117,72.51377868652344,13.692768096923828,33.47690963745117,30.06591796875,273.37405395507807,58.32126998901367,61.31771087646485,102.0578384399414,50.09379577636719,40.03751754760742,20.60479736328125,74.77029418945312,33.843334197998054,45.94612503051758,24.910844802856445,15.722527503967285,51.70401000976562,30.180892944335934
