Date,AES,AEE,AEP,AWK,ATO,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,EVRG,ES,EXC,FE
2016-02-02,8.08214282989502,41.86248016357422,55.27123641967773,61.1799201965332,64.95009613037111,16.064239501953125,35.54811477661133,63.28017044067383,61.01857376098633,76.39451599121094,66.71269226074219,56.03913879394531,61.97565460205078,,49.61572265625,26.596248626708984,28.60818290710449
2016-02-03,8.482335090637207,42.7199592590332,56.4390640258789,61.66664505004883,64.78286743164061,16.613672256469727,35.811439514160156,63.76952743530274,61.053504943847656,77.1653823852539,68.28597259521484,57.2453498840332,63.36652374267578,,50.19222259521485,27.893407821655273,29.40651893615723
2016-02-04,8.525834083557129,41.99787139892578,55.5297737121582,60.15180969238281,64.69923400878906,16.526458740234375,35.64799118041992,63.64497375488281,61.49002456665039,76.74007415771484,68.30336761474611,56.35186386108398,62.45944213867188,,49.4806022644043,28.45815658569336,29.169647216796875
2016-02-05,8.482335090637207,41.961769104003906,56.02007293701172,59.9542236328125,64.60630035400389,16.439247131347653,36.21096420288086,64.09874725341797,62.04006576538086,76.59830474853516,68.70322418212889,56.54842758178711,62.39032745361328,,49.23738479614258,29.03173637390137,29.56442451477051
2016-02-08,8.212639808654785,41.672943115234375,56.20896530151367,60.49053192138672,64.90364074707031,16.072961807250973,36.17463684082031,65.02410888671875,60.66933059692383,76.39451599121094,68.81620025634766,56.199974060058594,61.725135803222656,,48.72393798828125,28.55522537231445,29.12578582763672
2016-02-09,8.273539543151855,41.59170913696289,56.10103225708008,61.836021423339844,65.78636932373047,16.177618026733402,36.20187377929688,65.49568176269531,61.49002456665039,76.95272064208984,68.60759735107422,56.6467170715332,61.8475227355957,,49.26440811157226,28.184608459472656,29.231054306030273
2016-02-10,8.290936470031737,41.70001983642578,56.5777587890625,62.73928451538086,65.30320739746094,16.142730712890625,35.847755432128906,65.29991149902344,61.3677978515625,76.01351165771484,68.62078094482422,56.74498748779297,62.45954132080078,,49.4896125793457,27.730165481567386,29.50301170349121
2016-02-11,7.829849720001222,40.95085906982422,55.1475715637207,62.17474746704102,65.31248474121094,15.60987377166748,35.65707778930664,64.19662475585939,60.424888610839844,74.49839782714844,67.46128845214844,55.70854949951172,61.67266464233398,,48.55278396606445,27.008390426635746,28.78364372253418
2016-02-12,7.9777445793151855,40.84254455566406,54.5089340209961,61.233848571777344,64.88507080078125,15.892884254455565,35.58443832397461,63.51406860351562,60.18915939331055,74.17941284179688,66.96937561035156,55.18140411376953,61.58524703979492,,48.20147323608398,27.142051696777344,28.845050811767575
2016-02-16,8.160441398620605,41.14040756225586,54.94968795776367,61.29971694946289,65.44257354736328,16.007858276367188,35.57535171508789,63.73858261108398,60.37250518798828,74.90596771240234,67.01329040527344,55.73536682128906,61.87375259399414,,48.51675415039063,27.641056060791016,29.3538761138916
2016-02-17,8.369235992431639,40.896705627441406,54.95868301391602,60.885704040527344,64.70853424072266,16.220115661621097,35.41191482543945,62.84048843383789,60.91379165649414,74.62242889404297,66.31935882568361,55.869384765625,62.08359909057617,,48.228492736816406,27.70343017578125,28.30990982055664
2016-02-18,8.438835144042969,41.772220611572266,56.17299270629883,61.92070388793945,66.20423889160156,16.414688110351562,36.02935791015625,64.0439453125,60.896339416503906,75.43759155273438,66.94301605224611,56.914756774902344,64.20812225341797,,49.05722427368164,28.02421569824219,29.76619529724121
2016-02-19,8.186541557312013,41.15846252441406,55.68726348876953,61.883056640625,65.53115844726561,16.308557510375973,35.77511978149414,63.64876556396485,60.64314651489258,75.06546783447266,65.48487854003906,56.1910400390625,63.80595779418945,,49.24638748168945,27.83709144592285,28.92400550842285
2016-02-22,8.517134666442871,41.72709655761719,56.53278350830078,62.35351181030274,65.77421569824219,16.485441207885742,36.02935791015625,64.28643035888672,61.76067352294922,75.65911865234375,65.73961639404297,57.39723587036133,64.70647430419922,,49.84992599487305,28.238073348999023,29.23982810974121
2016-02-23,8.334439277648926,41.98884582519531,56.45182800292969,62.7298698425293,65.85834503173828,16.432376861572266,36.2563591003418,64.70854187011719,61.8829116821289,75.98694610595703,65.7132568359375,58.05841827392578,64.2518310546875,,50.30031967163086,27.792537689208984,28.98541641235352
2016-02-24,8.725932121276855,42.85533905029297,56.67670440673828,62.748695373535156,66.42859649658203,16.680015563964847,36.50151824951172,64.27745056152344,62.17974853515625,76.25275421142578,65.83624267578125,60.60483169555664,64.21685791015625,,50.65164184570313,28.291534423828125,28.687143325805664
2016-02-25,8.673730850219728,43.44203186035156,57.4682502746582,64.02832794189453,66.95209503173828,16.927644729614258,36.85563659667969,65.06778717041016,62.71231079101562,77.05905151367188,67.14505767822266,61.46258544921875,64.91630554199219,,51.03897094726562,28.49648284912109,29.78374481201172
2016-02-26,8.586733818054201,41.961769104003906,55.2914924621582,60.97979736328125,65.57791137695311,16.38815689086914,35.86592102050781,63.18176651000977,61.1320686340332,74.68445587158203,65.02810668945311,60.09555435180664,62.72182083129883,,49.33647155761719,28.27371597290039,28.79241371154785
2016-02-29,8.525834083557129,42.37696838378906,55.54334259033203,60.98920440673828,64.88614654541016,16.476598739624027,35.92039489746094,62.87640762329102,61.04476547241211,74.53382873535156,65.24769592285156,60.89968872070313,63.13274765014648,,49.31376647949219,28.059858322143555,29.362653732299805
2016-03-01,8.804228782653809,42.35891723632813,55.52536010742188,61.44083786010742,64.75524139404297,16.511972427368164,35.811439514160156,62.66984558105469,61.07095336914063,74.27688598632812,64.43079376220703,59.75602340698242,63.124000549316406,,49.25019073486328,28.30935859680176,29.345104217529297
2016-03-02,8.943427085876465,42.3859977722168,55.66927337646485,64.69637298583984,65.74618530273439,16.644634246826172,35.820518493652344,63.136878967285156,60.64762496948242,74.48065948486328,64.67675018310547,59.83644485473633,64.01577758789061,,49.35010147094727,28.799448013305664,29.57319259643555
2016-03-03,9.091322898864746,42.42210006713867,55.56134033203125,63.88718032836914,65.08245086669922,16.609260559082028,36.038429260253906,63.43323135375977,61.72353744506836,74.43637084960938,65.29163360595703,60.23850631713867,63.945838928222656,,49.61347198486328,29.476667404174805,29.810062408447266
2016-03-04,9.387117385864258,42.73800277709961,56.15499877929688,63.85895538330078,66.09206390380861,17.23719596862793,36.67403793334961,64.11578369140625,62.27914428710938,75.18949890136719,66.02949523925781,60.49761581420898,64.86383819580078,,50.43990707397461,29.726163864135746,30.318889617919922
2016-03-07,9.474115371704102,42.92471694946289,56.883583068847656,63.36027526855469,66.07335662841797,17.414072036743164,36.82840347290039,64.38522338867189,62.80827713012695,76.35022735595703,66.97816467285156,61.2570686340332,64.64527130126953,,50.957557678222656,30.225160598754886,30.80139350891113
